Dex	Name	Nom	Form	Type1	Type2	Total	HP	Attack	Defense	SpAtk	SpDef	Speed	Gen	Ether	Psycox	IconUrl	PokeApiIdentifier	Abilities	HiddenAbility	IsFullyEvolved	Category	SmogonTier
105	Marowak	Ossatueur	Alolan Marowak	Fire	Ghost	425	60	80	110	50	80	45	7			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0105_01.png	marowak-alola	cursed-body,lightning-rod	rock-head	true	Normal	Illegal
106	Hitmonlee	Kicklee		Fighting		455	50	120	53	35	110	87	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0106.png	hitmonlee	limber,reckless	unburden	true	Normal	PU
107	Hitmonchan	Tygnon		Fighting		455	50	105	79	35	110	76	1	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0107.png	hitmonchan	keen-eye,iron-fist	inner-focus	true	Normal	ZU
108	Lickitung	Excelangue		Normal		385	90	55	75	60	75	30	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0108.png	lickitung	own-tempo,oblivious	cloud-nine	false	Normal	Illegal
109	Koffing	Smogo		Poison		340	40	65	95	60	45	35	1	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0109.png	koffing	levitate,neutralizing-gas	stench	false	Normal	LC
110	Weezing	Smogogo		Poison		490	65	90	120	85	70	60	1	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0110.png	weezing	levitate,neutralizing-gas	stench	true	Normal	ZU
110	Weezing	Smogogo	Galarian Weezing	Poison	Fairy	490	65	90	120	85	70	60	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0110_01.png	weezing-galar	levitate,neutralizing-gas	misty-surge	true	Normal	OU
111	Rhyhorn	Rhinocorne		Ground	Rock	345	80	85	95	30	30	25	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0111.png	rhyhorn	lightning-rod,rock-head	reckless	false	Normal	LC
112	Rhydon	Rhinoféros		Ground	Rock	485	105	130	120	45	45	40	1	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0112.png	rhydon	lightning-rod,rock-head	reckless	false	Normal	PU
113	Chansey	Leveinard		Normal		450	250	5	5	35	105	50	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0113.png	chansey	natural-cure,serene-grace	healer	false	Normal	RU
114	Tangela	Saquedeneu		Grass		435	65	55	115	100	40	60	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0114.png	tangela	chlorophyll,leaf-guard	regenerator	false	Normal	Illegal
115	Kangaskhan	Kangourex		Normal		490	105	95	80	40	80	90	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0115.png	kangaskhan	early-bird,scrappy	inner-focus	true	Normal	Illegal
116	Horsea	Hypotrempe		Water		295	30	40	70	70	25	60	1	8	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0116.png	horsea	swift-swim,sniper	damp	false	Normal	LC
117	Seadra	Hypocéan		Water		440	55	65	95	95	45	85	1	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0117.png	seadra	poison-point,sniper	damp	false	Normal	NFE
118	Goldeen	Poissirène		Water		320	45	67	60	35	50	63	1	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0118.png	goldeen	swift-swim,water-veil	lightning-rod	false	Normal	Illegal
119	Seaking	Poissoroy		Water		450	80	92	65	65	80	68	1	4	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0119.png	seaking	swift-swim,water-veil	lightning-rod	true	Normal	Illegal
120	Staryu	Stari		Water		340	30	45	55	70	55	85	1	8	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0120.png	staryu	illuminate,natural-cure	analytic	false	Normal	Illegal
121	Starmie	Staross		Water	Psychic	520	60	75	85	100	85	115	1	8	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0121.png	starmie	illuminate,natural-cure	analytic	true	Normal	Illegal
122	Mr. Mime	M. Mime		Psychic	Fairy	460	40	45	65	100	120	90	1	3	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0122.png	mr-mime	soundproof,filter	technician	false	Normal	Illegal
122	Mr. Mime	M. Mime	Galarian Mr. Mime	Ice	Psychic	460	50	65	65	90	90	100	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0122_01.png	mr-mime-galar	vital-spirit,screen-cleaner	ice-body	false	Normal	Illegal
123	Scyther	Insécateur		Bug	Flying	500	70	110	80	55	80	105	1	9	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0123.png	scyther	swarm,technician	steadfast	false	Normal	NU
124	Jynx	Lippoutou		Ice	Psychic	455	65	50	35	115	95	95	1	3	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0124.png	jynx	oblivious,forewarn	dry-skin	true	Normal	Illegal
125	Electabuzz	Élektek		Electric		490	65	83	57	95	85	105	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0125.png	electabuzz	static	vital-spirit	false	Normal	NFE
126	Magmar	Magmar		Fire		495	65	95	57	100	85	93	1	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0126.png	magmar	flame-body	vital-spirit	false	Normal	NFE
127	Pinsir	Scarabrute		Bug		500	65	125	100	55	70	85	1	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0127.png	pinsir	hyper-cutter,mold-breaker	moxie	true	Normal	Illegal
128	Tauros	Tauros		Normal		490	75	100	95	40	70	110	1	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0128.png	tauros	intimidate,anger-point	sheer-force	true	Normal	ZU
128	Tauros	Tauros	Combat Breed	Fighting		490	75	110	105	30	70	100	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0128_01.png	tauros-paldea-combat-breed	intimidate,anger-point	cud-chew	true	Normal	Unknown
128	Tauros	Tauros	Blaze Breed	Fighting	Fire	490	75	110	105	30	70	100	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0128_02.png	tauros-paldea-blaze-breed	intimidate,anger-point	cud-chew	true	Normal	Unknown
128	Tauros	Tauros	Aqua Breed	Fighting	Water	490	75	110	105	30	70	100	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0128_03.png	tauros-paldea-aqua-breed	intimidate,anger-point	cud-chew	true	Normal	Unknown
129	Magikarp	Magicarpe		Water		200	20	10	55	15	20	80	1	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0129.png	magikarp	swift-swim	rattled	false	Normal	LC
130	Gyarados	Léviator		Water	Flying	540	95	125	79	60	100	81	1	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0130.png	gyarados	intimidate	moxie	true	Normal	RU
131	Lapras	Lokhlass		Water	Ice	535	130	85	80	85	95	60	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0131.png	lapras	water-absorb,shell-armor	hydration	true	Normal	ZU
132	Ditto	Métamorph		Normal		288	48	48	48	48	48	48	1	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0132.png	ditto	limber	imposter	true	Normal	ZU
133	Eevee	Évoli		Normal		325	55	55	50	45	65	55	1	10	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0133.png	eevee	run-away,adaptability	anticipation	false	Normal	LC
134	Vaporeon	Aquali		Water		525	130	65	60	110	95	65	1	9	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0134.png	vaporeon	water-absorb	hydration	true	Normal	NU
135	Jolteon	Voltali		Electric		525	65	65	60	110	95	130	1	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0135.png	jolteon	volt-absorb	quick-feet	true	Normal	ZU
136	Flareon	Pyroli		Fire		525	65	130	60	95	110	65	1	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0136.png	flareon	flash-fire	guts	true	Normal	ZU
137	Porygon	Porygon		Normal		395	65	60	70	85	75	40	1	8	10	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0137.png	porygon	trace,download	analytic	false	Normal	NFE
138	Omanyte	Amonita		Rock	Water	355	35	40	100	90	55	35	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0138.png	omanyte	swift-swim,shell-armor	weak-armor	false	Normal	Illegal
139	Omastar	Amonistar		Rock	Water	495	70	60	125	115	70	55	1	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0139.png	omastar	swift-swim,shell-armor	weak-armor	true	Normal	Illegal
140	Kabuto	Kabuto		Rock	Water	355	30	80	90	55	45	55	1	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0140.png	kabuto	swift-swim,battle-armor	weak-armor	false	Normal	Illegal
141	Kabutops	Kabutops		Rock	Water	495	60	115	105	65	70	80	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0141.png	kabutops	swift-swim,battle-armor	weak-armor	true	Normal	Illegal
142	Aerodactyl	Ptéra		Rock	Flying	515	80	105	65	60	75	130	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0142.png	aerodactyl	rock-head,pressure	unnerve	true	Normal	Illegal
143	Snorlax	Ronflex		Normal		540	160	110	65	65	110	30	1	8	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0143.png	snorlax	immunity,thick-fat	gluttony	true	Normal	ZU
144	Articuno	Artikodin		Ice	Flying	580	90	85	100	95	125	85	1	8	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0144.png	articuno	pressure	snow-cloak	true	Legendary	ZU
144	Articuno	Artikodin	Galarian Articuno	Psychic	Flying	580	90	85	85	125	100	95	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0144_01.png	articuno-galar	competitive		true	Legendary	PU
145	Zapdos	Électhor		Electric	Flying	580	90	90	85	125	90	100	1	8	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0145.png	zapdos	pressure	static	true	Legendary	OU
145	Zapdos	Électhor	Galarian Zapdos	Fighting	Flying	580	90	125	90	85	90	100	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0145_01.png	zapdos-galar	defiant		true	Legendary	RU
146	Moltres	Sulfura		Fire	Flying	580	90	100	90	125	85	90	1	4	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0146.png	moltres	pressure	flame-body	true	Legendary	OU
146	Moltres	Sulfura	Galarian Moltres	Dark	Flying	580	90	85	90	100	125	90	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0146_01.png	moltres-galar	berserk		true	Legendary	UUBL
147	Dratini	Minidraco		Dragon		300	41	64	45	50	50	50	1	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0147.png	dratini	shed-skin	marvel-scale	false	Normal	LC
148	Dragonair	Draco		Dragon		420	61	84	65	70	70	70	1	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0148.png	dragonair	shed-skin	marvel-scale	false	Normal	NFE
149	Dragonite	Dracolosse		Dragon	Flying	600	91	134	95	100	100	80	1	7	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0149.png	dragonite	inner-focus	multiscale	true	Normal	OU
150	Mewtwo	Mewtwo		Psychic		680	106	110	90	154	90	130	1	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0150.png	mewtwo	pressure	unnerve	true	Legendary	Uber
151	Mew	Mew		Psychic		600	100	100	100	100	100	100	1	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0151.png	mew	synchronize		true	Mythical	RU
152	Chikorita	Germignon		Grass		318	45	49	65	49	65	45	2	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0152.png	chikorita	overgrow	leaf-guard	false	Normal	LC
153	Bayleef	Macronium		Grass		405	60	62	80	63	80	60	2	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0153.png	bayleef	overgrow	leaf-guard	false	Normal	NFE
154	Meganium	Méganium		Grass		525	80	82	100	83	100	80	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0154.png	meganium	overgrow	leaf-guard	true	Normal	ZU
155	Cyndaquil	Héricendre		Fire		309	39	52	43	60	50	65	2	10	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0155.png	cyndaquil	blaze	flash-fire	false	Normal	LC
156	Quilava	Feurisson		Fire		405	58	64	58	80	65	80	2	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0156.png	quilava	blaze	flash-fire	false	Normal	NFE
157	Typhlosion	Typhlosion		Fire		534	78	84	78	109	85	100	2	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0157.png	typhlosion	blaze	flash-fire	true	Normal	ZU
157	Typhlosion	Typhlosion	Hisuian Typhlosion	Fire	Ghost	534	73	84	78	119	85	95	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0157_01.png	typhlosion-hisui	blaze	frisk	true	Normal	PU
158	Totodile	Kaiminus		Water		314	50	65	64	44	48	43	2	9	10	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0158.png	totodile	torrent	sheer-force	false	Normal	LC
159	Croconaw	Crocrodil		Water		405	65	80	80	59	63	58	2	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0159.png	croconaw	torrent	sheer-force	false	Normal	NFE
160	Feraligatr	Aligatueur		Water		530	85	105	100	79	83	78	2	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0160.png	feraligatr	torrent	sheer-force	true	Normal	NUBL
161	Sentret	Fouinette		Normal		215	35	46	34	35	45	20	2	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0161.png	sentret	run-away,keen-eye	frisk	false	Normal	LC
162	Furret	Fouinar		Normal		415	85	76	64	45	55	90	2	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0162.png	furret	run-away,keen-eye	frisk	true	Normal	ZU
163	Hoothoot	Hoothoot		Normal	Flying	262	60	30	30	36	56	50	2	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0163.png	hoothoot	insomnia,keen-eye	tinted-lens	false	Normal	LC
164	Noctowl	Noarfang		Normal	Flying	452	100	50	50	86	96	70	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0164.png	noctowl	insomnia,keen-eye	tinted-lens	true	Normal	ZU
165	Ledyba	Coxy		Bug	Flying	265	40	20	30	40	80	55	2	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0165.png	ledyba	swarm,early-bird	rattled	false	Normal	Illegal
166	Ledian	Coxyclaque		Bug	Flying	390	55	35	50	55	110	85	2	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0166.png	ledian	swarm,early-bird	iron-fist	true	Normal	Illegal
167	Spinarak	Mimigal		Bug	Poison	250	40	60	40	40	40	30	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0167.png	spinarak	swarm,insomnia	sniper	false	Normal	LC
168	Ariados	Migalos		Bug	Poison	400	70	90	70	60	70	40	2	5	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0168.png	ariados	swarm,insomnia	sniper	true	Normal	ZU
169	Crobat	Nostenfer		Poison	Flying	535	85	90	80	70	80	130	2	9	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0169.png	crobat	inner-focus	infiltrator	true	Normal	Illegal
170	Chinchou	Loupio		Water	Electric	330	75	38	38	56	56	67	2	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0170.png	chinchou	volt-absorb,illuminate	water-absorb	false	Normal	LC
171	Lanturn	Lanturn		Water	Electric	460	125	58	58	76	76	67	2	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0171.png	lanturn	volt-absorb,illuminate	water-absorb	true	Normal	ZU
172	Pichu	Pichu		Electric		205	20	40	15	35	35	60	2	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0172.png	pichu	static	lightning-rod	false	Baby	LC
173	Cleffa	Mélo		Fairy		218	50	25	28	45	55	15	2	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0173.png	cleffa	cute-charm,magic-guard	friend-guard	false	Baby	LC
174	Igglybuff	Toudoudou		Normal	Fairy	210	90	30	15	40	20	15	2	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0174.png	igglybuff	cute-charm,competitive	friend-guard	false	Baby	LC
175	Togepi	Togepi		Fairy		245	35	20	65	40	65	20	2	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0175.png	togepi	hustle,serene-grace	super-luck	false	Baby	Illegal
176	Togetic	Togetic		Fairy	Flying	405	55	40	85	80	105	40	2	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0176.png	togetic	hustle,serene-grace	super-luck	false	Normal	Illegal
177	Natu	Natu		Psychic	Flying	320	40	50	45	70	45	70	2	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0177.png	natu	synchronize,early-bird	magic-bounce	false	Normal	Illegal
178	Xatu	Xatu		Psychic	Flying	470	65	75	70	95	70	95	2	6	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0178.png	xatu	synchronize,early-bird	magic-bounce	true	Normal	Illegal
179	Mareep	Wattouat		Electric		280	55	40	40	65	45	35	2	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0179.png	mareep	static	plus	false	Normal	LC
180	Flaaffy	Lainergie		Electric		365	70	55	55	80	60	45	2	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0180.png	flaaffy	static	plus	false	Normal	NFE
181	Ampharos	Pharamp		Electric		510	90	75	85	115	90	55	2	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0181.png	ampharos	static	plus	true	Normal	ZU
182	Bellossom	Joliflor		Grass		490	75	80	95	90	100	50	2	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0182.png	bellossom	chlorophyll	healer	true	Normal	ZU
183	Marill	Marill		Water	Fairy	250	70	20	50	20	50	40	2	9	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0183.png	marill	thick-fat,huge-power	sap-sipper	false	Normal	NFE
184	Azumarill	Azumarill		Water	Fairy	420	100	50	80	60	80	50	2	10	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0184.png	azumarill	thick-fat,huge-power	sap-sipper	true	Normal	UU
185	Sudowoodo	Simularbre		Rock		410	70	100	115	30	65	30	2	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0185.png	sudowoodo	sturdy,rock-head	rattled	true	Normal	ZU
186	Politoed	Tarpaud		Water		500	90	75	75	90	100	70	2	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0186.png	politoed	water-absorb,damp	drizzle	true	Normal	NUBL
187	Hoppip	Granivol		Grass	Flying	250	35	35	40	35	55	50	2	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0187.png	hoppip	chlorophyll,leaf-guard	infiltrator	false	Normal	LC
188	Skiploom	Floravol		Grass	Flying	340	55	45	50	45	65	80	2	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0188.png	skiploom	chlorophyll,leaf-guard	infiltrator	false	Normal	NFE
189	Jumpluff	Cotovol		Grass	Flying	460	75	55	70	55	95	110	2	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0189.png	jumpluff	chlorophyll,leaf-guard	infiltrator	true	Normal	ZU
190	Aipom	Capumain		Normal		360	55	70	55	40	55	85	2	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0190.png	aipom	run-away,pickup	skill-link	false	Normal	NFE
191	Sunkern	Tournegrin		Grass		180	30	30	30	30	30	30	2	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0191.png	sunkern	chlorophyll,solar-power	early-bird	false	Normal	LC
192	Sunflora	Héliatronc		Grass		425	75	75	55	105	85	30	2	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0192.png	sunflora	chlorophyll,solar-power	early-bird	true	Normal	ZU
193	Yanma	Yanma		Bug	Flying	390	65	65	45	75	45	95	2	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0193.png	yanma	speed-boost,compound-eyes	frisk	false	Normal	NFE
194	Wooper	Axoloto		Water	Ground	210	55	45	45	25	25	15	2	9	10	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0194.png	wooper	damp,water-absorb	unaware	false	Normal	LC
194	Wooper	Axoloto	Paldean Wooper	Poison	Ground	210	55	45	45	25	25	15	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0194_01.png	wooper-paldea	poison-point,water-absorb	unaware	false	Normal	LC
195	Quagsire	Maraiste		Water	Ground	430	95	85	85	65	65	35	2	7	10	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0195.png	quagsire	damp,water-absorb	unaware	true	Normal	RU
196	Espeon	Mentali		Psychic		525	65	65	60	130	95	110	2	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0196.png	espeon	synchronize	magic-bounce	true	Normal	PU
197	Umbreon	Noctali		Dark		525	95	65	110	60	130	65	2	9	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0197.png	umbreon	synchronize	inner-focus	true	Normal	RU
